0.01495,-0.00174
0.01447,0
0.01248,-0.00018
0.01263,-0.00174
0.01038,0
0.01013,0.00003
0.01013,-0.00018
0.00864,-0.00003
0.00735,-0.00143
0.00403,-0.00009
0.00333,-0.00015
0.00107,-0.00073
-0.00085,-0.00018
-0.00101,-0.00137
-0.00217,-0.00241
-0.00336,-0.00162
-0.0054,0.00021
-0.00595,-0.00162
-0.00858,-0.00098
-0.00922,0.00009
-0.01025,-0.00064
-0.01205,-0.00024
-0.0144,-0.00027
-0.01587,0.00189
-0.01538,0.00052
-0.01608,0.00009
-0.01633,0.00024
-0.01724,0.0007
-0.02051,0.00031
-0.01999,-0.0011
-0.02042,-0.00098
-0.02032,-0.00165
-0.02081,0.00046
-0.02203,0.00116
-0.02042,-0.00061
-0.02252,0.00015
-0.02322,-0.00015
-0.02185,-0.00043
-0.02243,-0.00009
-0.02182,0.00024
-0.02063,-0.0004
-0.01999,-0.00162
-0.01917,-0.00012
-0.01947,-0.00034
-0.02087,0.00012
-0.01849,0.00052
-0.01935,-0.00085
-0.01993,-0.00082
-0.01617,0.00064
-0.01627,-0.00003
-0.01566,0.00064
-0.01483,0.00104
-0.01218,-0.00012
-0.01196,-0.00031
-0.01166,0.00012
-0.00848,-0.00003
-0.00827,-0.00015
-0.00592,-0.00085
-0.00491,-0.00055
-0.00589,-0.00046
-0.00226,0.00076
-0.00156,0.00116
-0.0014,0.00003
0.00137,0.00125
0.00327,-0.00067
0.00485,0.00018
0.00623,-0.00085
0.00699,-0.0004
0.00775,0.00031
0.00967,0.00015
0.01242,0.0014
0.01349,-0.00067
0.01477,0.00101
0.0162,0.00006
0.0166,0.00043
0.01883,0.00101
0.01877,0.00012
0.02115,0.00095
0.02109,-0.00009
0.02179,-0.00058
0.02136,-0.00052
0.02231,0.00085
0.0239,-0.00061
0.02344,-0.00082
0.02411,0.00098
0.02396,0.0004
0.02359,-0.00037
0.02301,-0.0004
0.02606,0.0018
0.02264,0.0015
0.02322,-0.00012
0.02411,0.00079
0.0228,0.00043
0.02057,0.00055
0.01935,0.00104
0.0199,0.00043
0.01929,0.00247
0.01886,0.00082
0.0177,0.0018
0.01807,0.00116
0.01578,0.00037
0.01434,0.00018
0.01294,0.00031
0.01297,0.00037
0.01096,0.00009
0.01028,0.00024
0.00958,-0.00021
0.00931,0.00137
0.00766,0.0004
0.00684,0.00137
0.00616,0.00076
0.00394,0.00107
0.00397,-0.00006
0.0022,-0.00021
0.00156,0.00183
0.00031,0.0011
-0.00266,0.00012
-0.00357,0.00134
-0.0054,0.00226
-0.00604,-0.00006
-0.00836,0.00223
-0.00818,0.00107
-0.00839,0.00015
-0.01044,-0.00052
-0.01077,0.00113
-0.01257,0.00082
-0.01282,-0.0007
-0.01358,0.00119
-0.01581,0.00095
-0.0166,0.00027
