0.20776,0.00021
0.19043,0.00064
0.17001,-0.00037
0.14581,-0.00058
0.11026,-0.00003
0.06635,0.0004
0.02463,-0.0014
-0.0083,-0.00116
-0.04227,-0.00012
-0.08411,-0.00186
-0.11972,-0.00107
-0.1434,-0.00266
-0.17117,-0.00119
-0.21069,-0.00076
-0.25262,-0.00104
-0.29211,-0.00177
-0.32269,-0.00067
-0.34586,-0.00275
-0.35483,-0.00348
-0.3497,-0.00214
-0.33832,-0.00299
-0.31323,-0.00128
-0.27637,-0.00037
-0.23807,-0.00055
-0.21515,-0.00107
-0.20468,-0.00104
-0.19135,-0.00275
-0.17282,-0.00137
-0.15259,-0.00031
-0.12592,-0.00049
-0.08408,0.00018
-0.03491,0.00055
0.00272,-0.00021
0.04132,-0.00082
0.0889,0.00143
0.13101,0.00302
0.16049,0.00089
0.1842,-0.00024
0.21732,0.00009
0.25885,0.00204
0.29745,0.00266
0.3183,0.00079
0.32809,0.00134
0.32623,0.00244
0.31848,0.00305
0.30841,0.00256
0.29129,0.00342
0.2666,0.00134
0.24045,0.00143
0.22321,0.00058
0.20935,0.00027
0.19318,0.00214
0.17145,0.00113
0.14746,0.00107
0.11426,-0.00052
0.07245,0.00058
0.02997,0.00128
-0.00262,0.00049
-0.03589,-0.00067
-0.0798,0.00085
-0.11658,-0.00076
-0.13974,-0.00003
-0.16476,-0.00034
-0.20184,-0.00073
-0.24658,0.00006
-0.28513,-0.00143
-0.31686,-0.00122
-0.34308,-0.00153
-0.35367,-0.00143
-0.34988,-0.00058
-0.33755,-0.00037
-0.31522,-0.00153
-0.27808,-0.00201
-0.24017,-0.00134
-0.21655,-0.00073
-0.20557,-0.00052
-0.19321,-0.00119
-0.17245,0.00015
-0.15158,-0.00058
-0.12549,-0.00085
-0.08578,0.00018
-0.03909,-0.00009
-0.00137,0.00137
0.03421,0.00073
0.08185,0.00003
0.1257,-0.00089
0.15686,0.00104
0.18076,0.00113
0.21378,0.00134
0.25586,0.00253
0.29321,0.00168
0.31586,0.00226
0.32678,0.00104
0.32449,0.00375
0.31598,0.00275
0.30927,0.00198
0.29395,0.00381
0.26923,0.00156
0.24109,0.0022
0.22443,0.00235
0.21118,0.00027
0.19397,0.00089
0.17429,0.00024
0.14975,-0.00067
0.1188,-0.00024
0.07599,0.00037
0.03345,0.00125
0.00009,0.00137
-0.03217,0
-0.069,-0.00119
-0.1076,-0.00079
-0.13562,0.00046
-0.16138,0.0011
-0.19867,0.00006
-0.23895,-0.00043
-0.27808,-0.00146
-0.31244,0.00073
-0.33969,-0.00134
-0.34979,-0.00119
-0.35046,-0.00104
-0.34006,-0.00198
-0.3154,-0.00134
-0.27899,-0.00125
-0.24084,-0.00055
-0.21527,-0.00064
-0.20242,0.00015
-0.19205,0.00015
-0.17426,-0.00064
-0.15479,-0.00058
-0.12857,0.00012
-0.08893,-0.00024
-0.04257,0.0007
-0.00302,0.00003
0.03189,-0.00037
0.0766,0.00046
0.12549,-0.00055
0.1553,0.00101
0.17651,0.00223
0.21097,0.00104
0.25354,0.00217
0.29019,0.00027
0.31546,0.00101
0.32889,0.00208
0.32736,0.00134
0.31946,0.00214
0.31067,0.00049
0.29733,0.00027
0.27405,0.00107
0.24518,0.00079
0.22629,0.0014
0.21475,0.00153
0.20041,0.00101
0.17764,0.00168
0.15396,0.0004
0.12601,0.00198
0.08151,0.0029
0.03754,0.00043
0.00473,0.00046
-0.0264,0.00061
-0.06415,0.00027
-0.10477,0.0004
-0.13248,-0.00058
-0.15576,0.00049
-0.19174,0.00027
-0.23584,-0.00034
-0.27606,0.00031
-0.30798,-0.00061
-0.33704,-0.00128
-0.35181,-0.00046
-0.35074,-0.00098
-0.34204,-0.00085
-0.31976,0.00046
-0.28458,0.00009
-0.24411,-0.00034
-0.21463,-0.00043
-0.20389,-0.00064
-0.19382,0.00037
-0.1763,-0.00085
-0.15695,-0.00186
-0.13239,-0.00052
-0.09378,0.00027
-0.04688,0.00162
-0.00714,0.00049
0.03061,0.00177
0.07388,0.00226
0.11899,0.00153
0.15454,0.0018
0.17719,-0.00024
0.20642,0.00137
0.24924,0.00159
0.28616,0.00101
0.31418,0.00061
0.32755,0.00119
0.32724,0.00192
0.31848,0.0011
0.3096,0.00186
0.29871,0.00076
0.27615,0.00089
0.24963,-0.00024
0.23129,0.00024
0.21725,0.00073
0.19849,0.00006
0.17871,0.0004
0.15677,0.00082
0.12802,0.00079
0.08743,0.00058
0.04099,0.00052
0.00336,0.00043
-0.02478,-0.00104
-0.06152,-0.00159
-0.10123,0.00043
-0.129,0.00055
-0.15292,0.00012
-0.18619,-0.00128
-0.23175,-0.00137
-0.27252,-0.00003
-0.3064,-0.00198
-0.33472,-0.00259
-0.35324,-0.00101
-0.35159,-0.00067
-0.34183,-0.00082
-0.32431,-0.0007
-0.28781,-0.00031
-0.24988,-0.00137
-0.21915,0.00006
-0.20465,-0.00113
-0.19516,-0.00159
-0.17896,-0.00012
-0.15771,-0.0004
-0.13382,0.00082
-0.09897,-0.00021
-0.05115,-0.0004
-0.00897,0.00012
0.02283,0.00009
0.06686,0.00052
0.11411,0.00031
0.15234,0.00098
0.17502,0.00104
0.20401,0.00143
0.24454,0.00156
0.28345,0.00012
0.31287,0.0015
0.32721,0.00107
0.33057,0.00299
0.32098,0.00308
0.31213,0.00055
0.30157,0.00027
0.28107,0.00012
0.25275,0.00098
0.23096,0.00104
0.21692,0.00052
0.2019,0.00052
0.18311,0.00049
0.16196,0.00076
0.13278,0.00107
0.09332,0.00107
0.04816,0.00208
0.01166,0.00241
-0.01886,0.00116
-0.05402,0.00043
-0.09674,-0.00092
-0.12695,-0.00064
-0.14957,0.00076
-0.18179,-0.00122
-0.22604,-0.00143
-0.26816,0.00177
-0.30127,-0.00037
-0.33249,-0.00214
-0.3522,-0.00159
-0.35532,-0.00165
-0.34521,-0.00061
-0.32761,-0.00125
-0.2937,-0.00079
-0.25256,-0.00156
-0.22,-0.00232
-0.20547,-0.00064
-0.19724,-0.00095
-0.18161,-0.00137
-0.16135,-0.00192
-0.13766,-0.00223
-0.1037,-0.00024
-0.05762,0.00021
